,Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
347,47,1,1309,4,1,1,467,2,1,99,3,2,3,2976.0,25751,3.0,19,3.0,1,80,0,5.0,3,3,0.0,0.0,0.0,0.0,0
348,42,2,810,23,5,1,468,1,0,44,3,4,4,15992.0,15901,2.0,14,3.0,2,80,0,16.0,2,3,1.0,0.0,0.0,0.0,0
349,29,0,746,2,3,1,469,4,1,61,3,2,3,4649.0,16928,1.0,14,3.0,1,80,1,4.0,3,2,4.0,3.0,0.0,2.0,0
350,42,2,544,2,1,1,470,3,1,52,3,1,3,2696.0,24017,0.0,11,3.0,3,80,1,4.0,5,3,3.0,2.0,1.0,0.0,0
351,32,2,1062,2,3,1,471,3,0,75,3,1,2,2370.0,3956,1.0,13,3.0,3,80,1,8.0,4,3,8.0,0.0,0.0,7.0,0
352,48,2,530,29,1,1,473,1,0,91,3,3,3,12504.0,23978,3.0,21,3.0,2,80,1,15.0,3,1,0.0,0.0,0.0,0.0,0
353,37,2,1319,6,3,1,474,3,1,51,4,2,1,5974.0,17001,4.0,13,3.0,1,80,2,13.0,2,3,7.0,7.0,6.0,7.0,0
354,30,0,641,25,2,1,475,4,0,85,3,2,3,4736.0,6069,7.0,12,3.0,2,80,1,4.0,2,4,2.0,2.0,2.0,2.0,0
355,26,2,933,1,3,1,476,3,1,57,3,2,3,5296.0,20156,1.0,17,3.0,2,80,1,8.0,3,3,8.0,7.0,7.0,7.0,0
356,42,2,1332,2,4,1,477,1,1,98,2,2,4,6781.0,17078,3.0,23,3.0,2,80,0,14.0,6,3,1.0,0.0,0.0,0.0,0
357,21,1,756,1,1,1,478,1,0,99,2,1,2,2174.0,9150,1.0,11,3.0,3,80,0,3.0,3,3,3.0,2.0,1.0,2.0,1
358,36,0,845,1,5,1,479,4,0,45,3,2,4,6653.0,15276,4.0,15,3.0,2,80,0,7.0,6,3,1.0,0.0,0.0,0.0,0
359,36,1,541,3,4,1,481,1,1,48,2,3,4,9699.0,7246,4.0,11,3.0,1,80,1,16.0,2,3,13.0,9.0,1.0,12.0,0
360,57,2,593,1,4,1,482,4,1,88,3,2,3,6755.0,2967,2.0,11,3.0,3,80,0,15.0,2,3,3.0,2.0,1.0,2.0,0
361,40,2,1171,10,4,1,483,4,0,46,4,1,3,2213.0,22495,3.0,13,3.0,3,80,1,10.0,3,3,7.0,7.0,1.0,7.0,0
362,21,0,895,9,2,1,484,1,1,39,3,1,4,2610.0,2851,1.0,24,3.0,3,80,0,3.0,3,2,3.0,2.0,2.0,2.0,0
363,33,2,350,5,3,1,485,4,0,34,3,1,3,2851.0,9150,1.0,13,3.0,2,80,0,1.0,2,3,1.0,0.0,0.0,0.0,1
364,37,2,921,10,3,1,486,3,0,98,3,1,1,3452.0,17663,6.0,20,3.0,2,80,1,17.0,3,3,5.0,4.0,0.0,3.0,0
365,46,0,1144,7,4,1,487,3,0,30,3,2,3,5258.0,16044,2.0,14,3.0,3,80,0,7.0,2,4,1.0,0.0,0.0,0.0,0
366,41,1,143,4,3,1,488,1,1,56,3,2,2,9355.0,9558,1.0,18,3.0,3,80,0,8.0,5,3,8.0,7.0,7.0,7.0,1
367,50,2,1046,10,3,1,491,4,1,100,2,3,4,10496.0,2755,6.0,15,3.0,4,80,0,20.0,2,3,4.0,3.0,1.0,3.0,0
368,40,2,575,22,2,1,492,3,1,68,2,2,3,6380.0,6110,2.0,12,3.0,1,80,2,8.0,6,3,6.0,4.0,1.0,0.0,1
369,31,2,408,9,4,1,493,3,1,42,2,1,2,2657.0,7551,0.0,16,3.0,4,80,0,3.0,5,3,2.0,2.0,2.0,2.0,0
370,21,2,156,12,3,1,494,3,0,90,4,1,2,2716.0,25422,1.0,15,3.0,4,80,0,1.0,0,3,1.0,0.0,0.0,0.0,1
371,29,2,1283,23,3,1,495,4,1,54,3,1,4,2201.0,18168,8.5,16,3.0,4,80,0,6.0,4,3,3.0,2.0,1.0,2.0,0
372,35,2,755,9,4,1,496,3,1,97,2,2,2,6540.0,19394,8.5,19,3.0,3,80,0,10.0,5,3,1.0,1.0,0.0,0.0,0
373,27,2,1469,1,2,1,497,4,1,82,3,1,2,3816.0,17881,1.0,11,3.0,2,80,1,5.0,2,3,5.0,2.0,0.0,4.0,0
374,28,2,304,9,4,1,498,2,1,92,3,2,4,5253.0,20750,1.0,16,3.0,4,80,0,7.0,1,3,7.0,5.0,0.0,7.0,0
375,49,2,1261,7,3,1,499,2,1,31,2,3,3,10965.0,12066,8.0,24,3.0,3,80,0,26.0,2,3,5.0,2.0,0.0,0.0,0
376,51,2,1178,14,2,1,500,3,0,87,3,2,4,4936.0,14862,4.0,11,3.0,3,80,1,18.0,2,2,7.0,7.0,0.0,7.0,0
377,36,2,329,2,3,1,501,4,0,96,3,1,3,2543.0,11868,4.0,13,3.0,2,80,1,6.0,3,3,2.0,2.0,2.0,2.0,0
378,34,0,1362,19,3,1,502,1,1,67,4,2,4,5304.0,4652,8.0,13,3.0,2,80,0,9.0,3,2,5.0,2.0,0.0,4.0,1
379,55,2,1311,2,3,1,505,3,0,97,3,4,4,16581.0,23258,2.0,13,3.0,3,80,0,28.5,2,3,5.0,4.0,1.0,2.0,0
380,24,2,1371,10,4,1,507,4,0,77,3,2,3,4260.0,5915,1.0,12,3.0,4,80,1,5.0,2,4,5.0,2.0,0.0,3.0,0
381,30,2,202,2,1,1,508,3,1,72,3,1,2,2476.0,17434,1.0,18,3.0,1,80,1,1.0,3,3,1.0,0.0,0.0,0.0,0
382,26,1,575,3,1,1,510,3,1,73,3,1,1,3102.0,6582,0.0,22,3.0,3,80,0,7.0,2,3,6.0,4.0,0.0,4.0,1
383,22,2,253,11,3,1,511,1,0,43,3,1,2,2244.0,24440,1.0,13,3.0,4,80,1,2.0,1,3,2.0,1.0,1.0,2.0,0
384,36,2,164,2,2,1,513,2,1,61,2,3,3,7596.0,3809,1.0,13,3.0,2,80,2,10.0,2,3,10.0,9.0,7.5,0.0,0
385,30,1,464,4,3,1,514,3,1,40,3,1,4,2285.0,3427,8.5,23,3.0,3,80,0,3.0,4,3,1.0,0.0,0.0,0.0,1
386,37,2,1107,14,3,1,515,4,0,95,3,1,1,3034.0,26914,1.0,12,3.0,3,80,1,18.0,2,2,18.0,7.0,7.5,14.5,0
387,40,2,759,2,2,1,516,4,0,46,3,2,2,5715.0,22553,7.0,12,3.0,3,80,2,8.0,5,3,5.0,4.0,1.0,3.0,0
388,42,2,201,1,4,1,517,2,0,95,3,1,1,2576.0,20490,3.0,16,3.0,2,80,1,8.0,5,3,5.0,2.0,1.0,2.0,0
389,37,2,1305,10,4,1,518,3,1,49,3,2,2,4197.0,21123,2.0,12,3.0,4,80,0,18.0,2,2,1.0,0.0,0.0,1.0,0
390,43,2,982,12,3,1,520,1,1,59,2,4,2,14336.0,4345,1.0,11,3.0,3,80,1,25.0,3,3,18.0,10.0,3.0,9.0,0
391,40,2,555,2,3,1,521,2,0,78,2,2,3,3448.0,13436,6.0,22,3.0,2,80,1,20.0,3,3,1.0,0.0,0.0,0.0,0
392,54,2,821,5,2,1,522,1,1,86,3,5,1,16581.0,8509,4.0,11,3.0,3,80,1,24.0,4,2,4.0,2.0,1.0,2.0,0
393,34,0,1381,4,4,1,523,3,0,72,3,2,3,6538.0,12740,8.5,15,3.0,1,80,1,6.0,3,3,3.0,2.0,1.0,2.0,0
394,31,2,480,7,2,1,524,2,0,31,3,2,1,4306.0,4156,1.0,12,3.0,2,80,1,13.0,5,1,13.0,10.0,3.0,12.0,0
395,43,1,313,21,3,1,525,4,1,61,3,1,4,2258.0,15238,7.0,20,3.0,1,80,1,8.0,1,3,3.0,2.0,1.0,2.0,0
396,43,2,1473,8,4,1,526,3,0,74,3,2,3,4522.0,2227,4.0,14,3.0,4,80,0,8.0,3,3,5.0,2.0,0.0,2.0,0
397,25,2,891,4,2,1,527,2,0,99,2,2,4,4487.0,12090,1.0,11,3.0,2,80,0,5.0,3,3,5.0,4.0,1.0,3.0,0
398,37,0,1063,25,5,1,529,2,0,72,3,2,3,4449.0,23866,3.0,15,3.0,1,80,2,15.0,2,3,13.0,11.0,7.5,7.0,0
399,31,2,329,1,2,1,530,4,1,98,2,1,1,2218.0,16193,1.0,12,3.0,3,80,1,4.0,3,3,4.0,2.0,3.0,2.0,0
400,39,1,1218,1,1,1,531,2,1,52,3,5,3,16581.0,8213,1.0,14,3.0,3,80,1,21.0,3,3,18.0,8.0,1.0,6.0,0
401,56,1,906,6,3,1,532,3,0,86,4,4,1,13212.0,18256,8.5,11,3.0,4,80,3,28.5,0,2,7.0,7.0,7.0,7.0,0
402,30,2,1082,12,3,1,533,2,0,83,3,2,3,6577.0,19558,0.0,11,3.0,2,80,0,6.0,6,3,5.0,4.0,4.0,4.0,0
403,41,2,645,1,3,1,534,2,1,49,4,3,1,8392.0,19566,1.0,16,3.0,3,80,1,10.0,2,3,10.0,7.0,0.0,7.0,0
404,28,2,1300,17,2,1,536,3,1,79,3,2,1,4558.0,13535,1.0,12,3.0,4,80,1,10.0,2,3,10.0,0.0,1.0,8.0,0
405,25,2,688,3,3,1,538,1,1,91,3,1,1,4031.0,9396,5.0,13,3.0,3,80,1,6.0,5,3,2.0,2.0,0.0,2.0,1
406,52,2,319,3,3,1,543,4,1,39,2,3,3,7969.0,19609,2.0,14,3.0,3,80,0,28.0,4,3,5.0,4.0,0.0,4.0,0
407,45,2,192,10,2,1,544,1,1,69,3,1,4,2654.0,9655,3.0,21,3.0,4,80,2,8.0,3,2,2.0,2.0,0.0,2.0,0
408,52,2,1490,4,2,1,546,4,0,30,3,4,4,16555.0,10310,2.0,13,3.0,4,80,0,28.5,2,1,5.0,2.0,1.0,4.0,0
409,42,1,532,29,2,1,547,1,0,92,3,2,3,4556.0,12932,2.0,11,3.0,2,80,1,19.0,3,3,5.0,4.0,0.0,2.0,0
410,30,2,317,2,3,1,548,3,0,43,1,2,4,6091.0,24793,2.0,20,3.0,3,80,0,11.0,2,3,5.0,4.0,0.0,2.0,0
411,60,2,422,7,3,1,549,1,0,41,3,5,1,16581.0,3854,5.0,11,3.0,4,80,0,28.5,5,1,18.0,8.0,7.5,10.0,0
412,46,2,1485,18,3,1,550,3,0,87,3,2,3,4810.0,26314,2.0,14,3.0,3,80,1,19.0,5,2,10.0,7.0,0.0,8.0,0
413,42,1,1368,28,4,1,551,4,0,88,2,2,4,4523.0,4386,0.0,11,3.0,4,80,3,7.0,4,4,6.0,5.0,0.0,4.0,0
414,24,2,1448,1,1,1,554,1,0,62,3,1,2,3202.0,21972,1.0,16,3.0,2,80,0,6.0,4,3,5.0,3.0,1.0,4.0,1
415,34,1,296,6,2,1,555,4,0,33,1,1,3,2351.0,12253,0.0,16,3.0,4,80,1,3.0,3,2,2.0,2.0,1.0,0.0,1
416,38,1,1490,2,2,1,556,4,1,42,3,1,4,1702.0,12106,1.0,23,3.0,3,80,1,1.0,3,3,1.0,0.0,0.0,0.0,0
417,40,2,1398,2,4,1,558,3,0,79,3,5,3,16581.0,13022,0.0,14,3.0,4,80,0,21.0,2,3,18.0,14.5,1.0,12.0,0
418,26,2,1349,23,3,1,560,1,0,90,3,1,4,2886.0,3032,1.0,22,3.0,2,80,2,3.0,3,1,3.0,2.0,0.0,2.0,0
419,30,0,1400,3,3,1,562,3,1,53,3,1,4,2097.0,16734,4.0,15,3.0,3,80,1,9.0,3,1,5.0,3.0,1.0,4.0,0
420,29,2,986,3,4,1,564,2,1,93,2,3,3,11935.0,21526,1.0,18,3.0,3,80,0,10.0,2,3,10.0,2.0,0.0,7.0,0
421,29,2,408,25,5,1,565,3,0,71,2,1,2,2546.0,18300,5.0,16,3.0,2,80,0,6.0,2,4,2.0,2.0,1.0,1.0,1
422,19,2,489,2,2,1,566,1,1,52,2,1,4,2564.0,18437,1.0,12,3.0,3,80,0,1.0,3,4,1.0,0.0,0.0,0.0,1
423,30,0,1398,22,4,1,567,3,0,69,3,3,1,8412.0,2890,0.0,11,3.0,3,80,0,10.0,3,3,9.0,8.0,7.0,8.0,0
424,57,2,210,29,3,1,568,1,1,56,2,4,4,14118.0,22102,3.0,12,3.0,3,80,1,28.5,3,2,1.0,0.0,0.0,0.0,0
425,50,2,1099,29,4,1,569,2,1,88,2,4,3,16581.0,9314,0.0,15,3.0,2,80,1,28.0,2,3,18.0,10.0,7.5,7.0,0
426,30,0,1116,2,3,1,571,3,0,49,3,1,4,2564.0,7181,0.0,14,3.0,3,80,0,12.0,2,2,11.0,7.0,6.0,7.0,0
427,60,1,1499,28,3,1,573,3,0,80,2,3,1,10266.0,2845,4.0,19,3.0,4,80,0,22.0,5,4,18.0,13.0,7.5,11.0,0
428,47,2,983,2,2,1,574,1,0,65,3,2,4,5070.0,7389,5.0,13,3.0,3,80,3,20.0,2,3,5.0,0.0,0.0,4.0,0
429,46,2,1009,2,3,1,575,1,1,51,3,4,3,16581.0,2288,6.0,13,3.0,3,80,0,26.0,2,1,3.0,2.0,0.0,1.0,0
430,35,2,144,22,3,1,577,4,1,46,1,1,3,4230.0,19225,0.0,15,3.0,3,80,0,6.0,2,3,5.0,4.0,4.0,3.0,0
431,54,2,548,8,4,1,578,3,0,42,3,2,3,3780.0,23428,7.0,11,3.0,3,80,0,19.0,3,3,1.0,0.0,0.0,0.0,0
432,34,2,1303,2,4,1,579,4,1,62,2,1,3,2768.0,8416,3.0,12,3.0,3,80,1,14.0,3,3,7.0,3.0,5.0,7.0,0
433,46,2,1125,10,3,1,580,3,0,94,2,3,4,9071.0,11563,2.0,19,3.0,3,80,1,15.0,3,3,3.0,2.0,1.0,2.0,0
434,31,2,1274,9,1,1,581,3,1,33,3,3,2,10648.0,14394,1.0,25,3.0,4,80,1,13.0,6,4,13.0,8.0,0.0,8.0,0
435,33,2,1277,15,1,1,582,2,1,56,3,3,3,13610.0,24619,7.0,12,3.0,4,80,0,15.0,2,4,7.0,6.0,7.0,7.0,1
436,33,2,587,10,1,1,584,1,1,38,1,1,4,3408.0,6705,7.0,13,3.0,1,80,3,8.0,2,3,4.0,3.0,1.0,3.0,1
437,30,2,413,7,1,1,585,4,1,57,3,1,2,2983.0,18398,0.0,14,3.0,1,80,0,4.0,3,3,3.0,2.0,1.0,2.0,0
438,35,2,1276,16,3,1,586,4,1,72,3,3,3,7632.0,14295,4.0,12,3.0,3,80,0,10.0,2,3,8.0,7.0,0.0,0.0,0
439,31,1,534,20,3,1,587,1,1,66,3,3,3,9824.0,22908,3.0,12,3.0,1,80,0,12.0,2,3,1.0,0.0,0.0,0.0,1
440,34,1,988,23,3,1,590,2,0,43,3,3,1,9950.0,11533,8.5,15,3.0,3,80,3,11.0,2,3,3.0,2.0,0.0,2.0,1
441,42,1,1474,5,2,1,591,2,1,97,3,1,3,2093.0,9260,4.0,17,3.0,4,80,1,8.0,4,3,2.0,2.0,2.0,0.0,0
442,36,0,635,10,4,1,592,2,1,32,3,3,4,9980.0,15318,1.0,14,3.0,4,80,0,10.0,3,2,10.0,3.0,7.5,7.0,0
443,22,1,1368,4,1,1,593,3,1,99,2,1,3,3894.0,9129,5.0,16,3.0,3,80,0,4.0,3,3,2.0,2.0,1.0,2.0,1
444,48,2,163,2,5,1,595,2,0,37,3,2,4,4051.0,19658,2.0,14,3.0,1,80,1,14.0,2,3,9.0,7.0,6.0,7.0,0
445,55,2,1117,18,5,1,597,1,0,83,3,4,2,16581.0,9873,3.0,23,3.0,4,80,0,28.5,2,3,10.0,9.0,7.0,7.0,0
446,41,0,267,10,2,1,599,4,1,56,3,2,4,6230.0,13430,7.0,14,3.0,4,80,0,16.0,3,3,14.0,3.0,1.0,10.0,0
447,35,2,619,1,3,1,600,2,1,85,3,2,3,4717.0,18659,8.5,11,3.0,3,80,0,15.0,2,3,11.0,9.0,6.0,9.0,0
448,40,2,302,6,3,1,601,2,0,75,3,4,3,13237.0,20364,7.0,15,3.0,3,80,0,22.0,3,3,18.0,6.0,5.0,13.0,0
449,39,1,443,8,1,1,602,3,0,48,3,1,3,3755.0,17872,1.0,11,3.0,1,80,1,8.0,3,3,8.0,3.0,0.0,7.0,0
450,31,2,828,2,1,1,604,2,1,77,3,2,4,6582.0,8346,4.0,13,3.0,3,80,0,10.0,2,4,6.0,5.0,0.0,5.0,0
451,42,2,319,24,3,1,605,4,1,56,3,3,1,7406.0,6950,1.0,21,3.0,4,80,1,10.0,5,2,10.0,9.0,5.0,8.0,0
452,45,2,561,2,3,1,606,4,1,61,3,2,2,4805.0,16177,0.0,19,3.0,2,80,1,9.0,3,4,8.0,7.0,3.0,7.0,0
453,26,1,426,17,4,1,608,2,0,58,3,1,3,2741.0,22808,0.0,11,3.0,2,80,1,8.0,2,2,7.0,7.0,1.0,0.0,1
454,29,2,232,19,3,1,611,4,1,34,3,2,4,4262.0,22645,4.0,12,3.0,2,80,2,8.0,2,4,3.0,2.0,1.0,2.0,0
455,33,2,922,1,5,1,612,1,0,95,4,4,3,16184.0,22578,4.0,19,3.0,3,80,1,10.0,2,3,6.0,1.0,0.0,5.0,0
456,31,2,688,7,3,1,613,3,1,44,2,3,4,11557.0,25291,8.5,21,3.0,3,80,1,10.0,3,2,5.0,4.0,0.0,1.0,0
457,18,1,1306,5,3,1,614,2,1,69,3,1,2,1878.0,8059,1.0,14,3.0,4,80,0,0.0,3,3,0.0,0.0,0.0,0.0,1
458,40,0,1094,28,3,1,615,3,1,58,1,3,1,10932.0,11373,3.0,15,3.0,3,80,1,20.0,2,3,1.0,0.0,0.0,1.0,0
459,41,0,509,2,4,1,616,1,0,62,2,2,3,6811.0,2112,2.0,17,3.0,1,80,0,10.0,3,3,8.0,7.0,0.0,7.0,0
460,26,2,775,29,2,1,618,1,1,45,3,2,3,4306.0,4267,5.0,12,3.0,1,80,2,8.0,5,3,0.0,0.0,0.0,0.0,0
461,35,2,195,1,3,1,620,1,0,80,3,2,3,4859.0,6698,1.0,16,3.0,4,80,0,5.0,3,3,5.0,4.0,0.0,3.0,0
462,34,2,258,21,4,1,621,4,1,74,4,2,4,5337.0,19921,1.0,12,3.0,4,80,0,10.0,3,3,10.0,7.0,5.0,7.0,0
463,26,2,471,24,3,1,622,3,1,66,1,1,4,2340.0,23213,1.0,18,3.0,2,80,0,1.0,3,1,1.0,0.0,0.0,0.0,1
464,37,2,799,1,3,1,623,2,0,59,3,3,4,7491.0,23848,4.0,17,3.0,4,80,0,12.0,3,4,6.0,5.0,1.0,2.0,0
465,46,1,1034,18,1,1,624,1,0,86,3,3,3,10527.0,8984,5.0,11,3.0,4,80,0,28.0,3,2,2.0,2.0,1.0,2.0,0
466,41,2,1276,2,5,1,625,2,0,91,3,4,1,16581.0,5626,7.0,16,3.0,2,80,1,22.0,2,3,18.0,14.5,7.5,8.0,0
467,37,0,142,9,4,1,626,1,1,69,3,3,2,8834.0,24666,1.0,13,3.0,4,80,1,9.0,6,3,9.0,5.0,7.0,7.0,0
468,52,2,956,6,2,1,630,4,1,78,3,2,1,5577.0,22087,3.0,12,3.0,2,80,2,18.0,3,3,10.0,9.0,6.0,9.0,0
469,32,0,1474,11,4,1,631,4,1,60,4,2,3,4707.0,23914,8.0,12,3.0,4,80,0,6.0,2,3,4.0,2.0,1.0,2.0,1
470,24,1,535,24,3,1,632,4,1,38,3,1,4,2400.0,5530,0.0,13,3.0,3,80,2,3.0,3,3,2.0,2.0,2.0,1.0,0
471,38,2,1495,10,3,1,634,3,0,76,3,2,3,9824.0,22174,3.0,19,3.0,3,80,1,18.0,4,3,1.0,0.0,0.0,0.0,0
472,37,2,446,1,4,1,635,2,0,65,3,2,2,6447.0,15701,6.0,12,3.0,2,80,1,8.0,2,2,6.0,5.0,4.0,3.0,0
473,49,2,1245,18,4,1,638,4,1,58,2,5,3,16581.0,2125,1.0,17,3.0,3,80,1,28.5,5,3,18.0,9.0,0.0,9.0,0
474,24,2,691,23,3,1,639,2,1,89,4,1,4,2725.0,21630,1.0,11,3.0,2,80,2,6.0,3,3,6.0,5.0,1.0,4.0,0
475,26,2,703,28,2,1,641,1,1,66,3,2,2,6272.0,7428,1.0,20,3.0,4,80,2,6.0,5,4,5.0,3.0,1.0,4.0,0
476,24,2,823,17,2,1,643,4,1,94,2,1,2,2127.0,9100,1.0,21,3.0,4,80,1,1.0,2,3,1.0,0.0,0.0,0.0,0
477,50,1,1246,3,3,1,644,1,1,99,3,5,2,16581.0,7999,1.0,11,3.0,3,80,1,28.5,2,3,18.0,5.0,7.5,7.0,0
478,25,2,622,13,1,1,645,2,1,40,3,1,3,2096.0,26376,1.0,11,3.0,3,80,0,7.0,1,3,7.0,4.0,0.0,6.0,0
479,24,1,1287,7,3,1,647,1,0,55,3,1,3,2886.0,14168,1.0,16,3.0,4,80,1,6.0,4,3,6.0,3.0,1.0,2.0,1
480,30,1,448,12,4,1,648,2,1,74,2,1,1,2033.0,14470,1.0,18,3.0,3,80,1,1.0,2,4,1.0,0.0,0.0,0.0,1
481,34,2,254,1,2,1,649,2,1,83,2,1,4,3622.0,22794,1.0,13,3.0,4,80,1,6.0,3,3,6.0,5.0,1.0,3.0,0
482,31,2,1365,13,4,1,650,2,1,46,3,2,1,4233.0,11512,2.0,17,3.0,3,80,0,9.0,2,1,3.0,1.0,1.0,2.0,1
483,35,2,538,25,2,1,652,1,1,54,2,2,4,3681.0,14004,4.0,14,3.0,4,80,0,9.0,3,3,3.0,2.0,0.0,2.0,0
484,31,2,525,6,4,1,653,1,1,66,4,2,4,5460.0,6219,4.0,22,3.0,4,80,2,13.0,4,4,7.0,7.0,5.0,7.0,0
485,27,2,798,6,4,1,655,1,0,66,2,1,3,2187.0,5013,0.0,12,3.0,3,80,2,6.0,5,2,5.0,3.0,0.0,3.0,0
486,37,2,558,2,3,1,656,4,1,75,3,2,3,9602.0,3010,4.0,11,3.0,3,80,1,17.0,3,2,3.0,0.0,1.0,0.0,0
487,20,2,959,1,3,1,657,4,0,83,2,1,2,2836.0,11757,1.0,13,3.0,4,80,0,1.0,0,4,1.0,0.0,0.0,0.0,0
488,42,2,622,2,4,1,659,3,0,81,3,2,4,4089.0,5718,1.0,13,3.0,2,80,2,10.0,4,3,10.0,2.0,2.0,2.0,0
489,43,2,782,6,4,1,661,2,1,50,2,4,4,16581.0,2671,4.0,14,3.0,3,80,1,21.0,3,2,1.0,0.0,0.0,0.0,0
490,38,2,362,1,1,1,662,3,0,43,3,1,1,2619.0,14561,3.0,17,3.0,4,80,0,8.0,3,2,0.0,0.0,0.0,0.0,0
491,43,1,1001,9,5,1,663,4,1,72,3,2,3,5679.0,19627,3.0,13,3.0,2,80,1,10.0,3,3,8.0,7.0,4.0,7.0,0
492,48,2,1236,1,4,1,664,4,0,40,2,4,1,15402.0,17997,7.0,11,3.0,1,80,1,21.0,3,1,3.0,2.0,0.0,2.0,0
493,44,2,1112,1,4,1,665,1,0,50,2,2,3,5985.0,26894,4.0,11,3.0,2,80,0,10.0,1,4,2.0,2.0,0.0,2.0,0
494,34,2,204,14,3,1,666,3,0,31,3,1,3,2579.0,2912,1.0,18,3.0,4,80,2,8.0,3,3,8.0,2.0,0.0,6.0,0
495,27,2,1420,2,1,1,667,3,1,85,3,1,1,3041.0,16346,0.0,11,3.0,2,80,1,5.0,3,3,4.0,3.0,0.0,2.0,1
496,21,2,1343,22,1,1,669,3,1,49,3,1,3,3447.0,24444,1.0,11,3.0,3,80,0,3.0,2,3,3.0,2.0,1.0,2.0,0
497,44,2,1315,3,4,1,671,4,1,35,3,5,4,16581.0,9358,4.0,12,3.0,1,80,1,26.0,2,4,2.0,2.0,0.0,1.0,0
498,22,2,604,6,1,1,675,1,1,69,3,1,3,2773.0,12145,0.0,20,3.0,4,80,0,3.0,3,3,2.0,2.0,2.0,2.0,0
499,33,2,1216,8,4,1,677,3,1,39,3,2,3,7104.0,20431,0.0,12,3.0,4,80,0,6.0,3,3,5.0,0.0,1.0,2.0,0
500,32,2,646,9,4,1,679,1,0,92,3,2,4,6322.0,18089,1.0,12,3.0,4,80,1,6.0,2,2,6.0,4.0,0.0,5.0,0
501,30,1,160,3,3,1,680,3,0,71,3,1,3,2083.0,22653,1.0,20,3.0,3,80,1,1.0,2,3,1.0,0.0,0.0,0.0,0
502,53,2,238,1,1,1,682,4,0,34,3,2,1,8381.0,7507,7.0,20,3.0,4,80,0,18.0,2,4,14.0,7.0,7.5,10.0,0
503,34,2,1397,1,5,1,683,2,1,42,3,1,4,2691.0,7660,1.0,12,3.0,4,80,1,10.0,4,2,10.0,9.0,7.5,8.0,0
504,45,1,306,26,4,1,684,1,0,100,3,2,1,4286.0,5630,2.0,14,3.0,4,80,2,5.0,4,3,1.0,1.0,0.0,0.0,1
505,26,2,991,6,3,1,686,3,0,71,3,1,4,2659.0,17759,1.0,13,3.0,3,80,1,3.0,2,3,3.0,2.0,0.0,2.0,0
506,37,2,482,3,3,1,689,3,1,36,3,3,3,9434.0,9606,1.0,15,3.0,3,80,1,10.0,2,3,10.0,7.0,7.0,8.0,0
507,29,2,1176,3,2,1,690,2,0,62,3,2,3,5561.0,3487,1.0,14,3.0,1,80,1,6.0,5,2,6.0,0.0,1.0,2.0,0
508,35,2,1017,6,4,1,691,2,1,82,1,2,4,6646.0,19368,1.0,13,3.0,2,80,0,17.0,3,3,17.0,11.0,7.5,8.0,0
509,33,1,1296,6,3,1,692,3,1,30,3,2,4,7725.0,5335,3.0,23,3.0,3,80,1,15.0,2,1,13.0,11.0,4.0,7.0,0
510,54,2,397,19,4,1,698,3,1,88,3,3,2,10725.0,6729,2.0,15,3.0,3,80,1,16.0,1,4,9.0,7.0,7.0,1.0,0
511,36,2,913,9,2,1,699,2,1,48,2,2,2,8847.0,13934,2.0,11,3.0,3,80,1,13.0,2,3,3.0,2.0,0.0,2.0,0
512,27,2,1115,3,4,1,700,1,1,54,2,1,4,2045.0,15174,0.0,13,3.0,4,80,0,5.0,0,3,4.0,2.0,1.0,1.0,0
513,20,2,1362,10,1,1,701,4,1,32,3,1,3,1009.0,26999,1.0,11,3.0,4,80,0,1.0,5,3,1.0,0.0,1.0,1.0,1
514,33,1,1076,3,3,1,702,1,1,70,3,1,1,3348.0,3164,1.0,11,3.0,1,80,0,10.0,3,3,10.0,8.0,7.5,7.0,1
515,35,0,727,3,3,1,704,3,1,41,2,1,3,1281.0,16900,1.0,18,3.0,3,80,2,1.0,3,3,1.0,0.0,0.0,0.0,0
516,23,2,885,4,3,1,705,1,1,58,4,1,1,2819.0,8544,2.0,16,3.0,1,80,1,5.0,3,4,3.0,2.0,0.0,2.0,0
517,25,2,810,8,3,1,707,4,1,57,4,2,2,4851.0,15678,0.0,22,3.0,3,80,1,4.0,4,3,3.0,2.0,1.0,2.0,0
518,38,2,243,7,4,1,709,4,0,46,2,2,4,4028.0,7791,0.0,20,3.0,1,80,0,8.0,2,3,7.0,7.0,0.0,5.0,0
519,29,1,806,1,4,1,710,2,1,76,1,1,4,2720.0,18959,1.0,18,3.0,4,80,1,10.0,5,3,10.0,7.0,2.0,8.0,0
520,48,2,817,2,1,1,712,2,1,56,4,2,2,8120.0,18597,3.0,12,3.0,4,80,0,12.0,3,3,2.0,2.0,2.0,2.0,0
521,27,1,1410,3,1,1,714,4,0,71,4,2,4,4647.0,16673,1.0,20,3.0,2,80,2,6.0,3,3,6.0,5.0,0.0,4.0,0
